184,BlackRock,https://www.blackrock.com/
185,Jones Lang LaSalle,https://www.us.jll.com/
186,Lear,https://www.lear.com/
187,Lincoln National,https://www.lincolnfinancial.com/
188,Charles Schwab,https://www.schwab.com/
189,Ross Stores,https://www.rossstores.com/
190,Mastercard,https://www.mastercard.us/
191,Genuine Parts,https://www.genpt.com/
192,WestRock,https://www.westrock.com/
193,EOG Resources,https://www.eogresources.com/
194,goanizant Technology,https://www.cognizant.com/
195,Moderna,https://www.modernatx.com/
197,HF Sinclair,https://www.hfsinclair.com/
198,Texas Instruments,https://www.ti.com/
199,Emerson Electric,https://www.emerson.com/
200,WESCO International,https://www.wesco.com/
201,General Mills,https://www.generalmills.com/
202,Tenneco,https://www.tenneco.com/
203,Waste Management,https://gwcnweb.org/
204,Viatris,https://www.viatris.com/
205,DISH Network,https://www.dish.com/
206,L3Harris Technologies,https://www.l3harris.com/
207,DXC Technology,https://dxc.com/
208,Block,https://www.block.xyz/
209,Goodyear Tire & Rubber,https://www.goodyear.com/
210,Uber Technologies,https://www.uber.com/
211,Colgate-Palmolive,https://www.colgatepalmolive.com/
212,Stanley Black & Decker,https://www.stanleyblackanddecker.com/
213,DuPont,https://www.dupont.com/
214,Stryker,https://www.stryker.com/
215,NextEra Energy,https://www.nexteraenergy.com/
216,Targa Resources,https://www.targaresources.com/
217,Western Digital,https://www.westerndigital.com/
218,PPG Industries,https://www.ppg.com/
219,American Electric Power,https://www.aep.com/
220,Gap,https://www.gap.com/
221,BJ's Wholesale Club,https://www.bjs.com/
222,Reinsurance Group of,https://www.rgare.com/
223,Kinder Morgan,https://www.kindermorgan.com/
224,Oneok,https://www.oneok.com/
225,Expeditors Intl. of Washington,https://www.expeditors.com/
226,Advanced Micro Devices,https://www.amd.com/
227,Fiserv,https://www.fiserv.com/
228,Estée Lauder,https://www.elcompanies.com/
229,Bank of New York Mellon,https://www.bnymellon.com/
230,Laboratory Corp. of America,https://www.labcorp.com/
231,Regeneron Pharmaceuticals,https://www.regeneron.com/
232,Land O'Lakes,https://www.landolakesinc.com/
233,Cheniere Energy,https://www.cheniere.com/
234,Southwest Airlines,https://www.southwest.com/
235,Adobe,https://www.adobe.com/
236,Synchrony Financial,https://www.synchrony.com/
237,Corteva,https://www.corteva.com/
238,Fidelity National Financial,https://fnf.com/
239,DTEEnergy,https://www.newlook.dteenergy.com/
240,Murphy USA,https://www.murphyusa.com/
241,Halliburton,https://www.halliburton.com/
242,Automatic Data Processing,https://www.adp.com/
243,Edison International,https://www.edison.com/
244,BorgWarner,https://www.borgwarner.com/
245,Nordstrom,https://www.nordstrom.com/
246,Loews,https://loews.com/
247,Guardian Life Ins. Co. of America,https://www.guardianlife.com/
248,Pioneer Natural Resources,https://www.pxd.com/
249,AutoZone,https://www.autozone.com/
250,Lam Research,https://www.lamresearch.com/
251,American Family Insurance Group,https://www.amfam.com/
252,Illinois Tool Works,https://www.itw.com/
253,Parker-Hannifin,https://www.parker.com/
