251,American Family Insurance Group,https://www.amfam.com/
252,Illinois Tool Works,https://www.itw.com/
253,Parker-Hannifin,https://www.parker.com/
254,Otis Worldwide,https://www.otis.com/
255,Omnicom Group,https://www.omnicomgroup.com/
256,Principal Financial,https://www.principal.com/
257,Dominion Energy,https://www.dominionenergy.com/
258,Kellogg,https://www.kelloggs.com/
259,Fluor,https://www.fluor.com/
260,AECOM,https://aecom.com/
261,Reliance Steel & Aluminum,https://www.rsac.com/
262,Jacobs Engineering Group,https://www.jacobs.com/
263,Corning,https://www.corning.com/
264,Farmers Insurance Exchange,https://www.farmers.com/
265,Qurate Retail,https://www.qurateretailgroup.com/
266,Pacific Life,https://www.pacificlife.com/
267,PulteGroup,https://www.pultegroupinc.com/
268,"Fidelity National Information
Services",https://www.fisglobal.com/
269,1QVIA Holdings,https://www.iqvia.com/
270,Marriott International,https://www.marriott.com/
272,Ball,https://www.ball.com/
273,Group 1 Automotive,https://www.group1auto.com/
274,Leidos Holdings,https://www.leidos.com/
275,Wayfair,https://www.wayfair.com/
276,Consolidated Edison,https://www.coned.com/
277,Ameriprise Financial,https://www.ameriprise.com/
278,Xcel Energy,https://my.xcelenergy.com/
279,O'Reilly Automotive,https://www.oreillyauto.com/
280,Global Partners,https://www.globalp.com/
281,Discover Financial Services,https://www.discover.com/
282,Rocket Companies,https://www.rocketcompanies.com/
283,LKQ,https://www.lkqcorp.com/
284,W.W. Grainger,https://www.grainger.com/
285,Quanta Services,https://www.quantaservices.com/
286,CrownHoldings,https://www.crowncork.com/
287,Fox,https://www.foxnews.com/
288,Sempra,https://www.sempra.com/
289,Markel,https://www.markel.com/
290,Carvana,https://www.carvana.com/
291,XPO Logistics,https://www.xpo.com/
292,Baxter International,https://www.baxter.com/
293,Ecolab,https://www.ecolab.com/
294,Tractor Supply,https://www.tractorsupply.com/
295,The Andersons,https://www.andersonsinc.com/
296,Keurig Dr Pepper,https://www.keurigdrpepper.com/
297,Universal Health Services,https://uhs.com/
298,CSX,https://www.csx.com/
299,Henry Schein,https://www.henryschein.com/
300,Sonic Automotive,https://www.sonicautomotive.com/
