301,eBay,https://www.ebay.com/
302,Textron,https://www.textron.com/
303,Jones Financial (Edward Jones),https://www.edwardjones.com/
304,Community Health Systems,https://www.chs.net/
305,Mosaic,https://www.mosaicco.com/
306,Thor Industries,https://www.thorindustries.com/
307,Dick's Sporting Goods,https://www.dickssportinggoods.com/
308,Newmont,https://newmont.com/
309,Devon Energy,https://www.devonenergy.com/
310,Warner Bros. Discovery,https://wbd.com/
311,J.B. Hunt Transport Services,https://www.jbhunt.com/
312,Alcoa,https://www.alcoa.com/
313,Peter Kiewit Sons’,https://www.kiewit.com/
314,Aramark,https://www.aramark.com/
315,Vistra,https://www.vistra.com/
316,State Street,https://www.statestreet.com/
317,Unum Group,https://www.unum.com/
318,Alleghany,https://www.alleghany.com/
319,Boston Scientific,https://www.bostonscientific.com/
320,Westlake,https://www.westlake.com/
321,Entergy,https://www.entergy.com/
322,International Flavors & Fragrances,https://www.iff.com/
323,DaVita,https://www.davita.com/
324,Mutual of Omaha Insurance,https://www.mutualofomaha.com/
325,Assurant,https://www.libertymedia.com/
326,Liberty Media,https://www.libertymedia.com/
327,Hormel Foods,https://www.hormelfoods.com/
328,Icahn Enterprises,https://www.ielp.com/
329,Republic Services,https://www.republicservices.com/
330,Mohawk Industries,https://mohawkind.com/
331,Conagra Brands,https://www.conagrabrands.com/
332,Norfolk Southern,http://www.nscorp.com/
333,AES,https://www.aes.com/
334,AGCO,https://www.agcocorp.com/
335,Caesars Entertainment,https://www.caesars.com/
336,Equitable Holdings,https://equitableholdings.com/
337,Advance Auto Parts,https://shop.advanceautoparts.com/
338,Biogen,https://www.biogen.com/
339,Auto-Owners Insurance,http://www.auto-owners.com/
340,Booking Holdings,https://www.bookingholdings.com/
341,Amphenol,https://amphenol.com/
342,Quest Diagnostics,https://www.questdiagnostics.com/
343,FirstEnergy,https://firstenergycorp.com//
344,DCP Midstream,https://www.dcpmidstream.com/
345,Ally Financial,https://firstenergycorp.com/
346,Delek US Holdings,https://www.delekus.com/
347,Williams,https://www.williamsf1.com/
348,Newell Brands,https://www.newellbrands.com/
349,Eastman Chemical,https://www.eastman.com/
350,Air Products & Chemicals,https://www.airproducts.com/
351,Thrivent Financial for,https://www.thrivent.com/
352,Molson Coors Beverage,https://www.molsoncoors.com/
353,Interpublic Group,https://www.interpublic.com/
354,Weyerhaeuser,https://www.weyerhaeuser.com/
355,Altice USA,https://www.alticeusa.com/
356,Raymond James Financial,https://www.raymondjames.com/
357,EMCOR Group,https://www.emcorgroup.com/
358,Eversource Energy,https://www.eversource.com/
359,Yum China Holdings,https://ir.yumchina.com/
360,Asbury Automotive Group,https://www.asburyauto.com/
361,Owens & Minor,https://www.owens.edu/
362,Public Service Enterprise Group,https://landing.pseg.com/
363,United Rentals,https://www.unitedrentals.com/
364,MGM Resorts International,https://www.mgmresorts.com/
365,Ryder System,https://www.ryder.com/
366,Intuit,https://www.intuit.com/
367,Cincinnati Financial,https://www.cinfin.com/
368,Erie Insurance Group,https://www.erieinsurance.com/
369,Univar Solutions,https://www.univarsolutions.com/
370,Huntington Ingalls Industries,https://huntingtoningalls.com/
371,W.R. Berkley,https://www.berkley.com/
372,Western and Southen Financial Group,https://www.westernsouthern.com/
373,Insight Enterprises,https://www.insight.com/
374,News Corp.,https://newscorp.com/
375,American Tower,https://www.americantower.com/
376,Old Republic International,https://www.oldrepublic.com/
377,Burlington Stores,https://www.burlington.com/
378,Avis Budget Group,https://avisbudgetgroup.com/
379,ODP,https://www.officedepot.com/
380,VF,vfc.com
381,Bed Bath & Beyond,https://www.bedbathandbeyond.com/
382,Seaboard,https://www.seaboardcorp.com/
383,First American Financial,https://www.firstam.com/
384,Intercontinental Exchange,https://www.theice.com/
385,PVH,https://www.pvh.com/
386,Apollo Global Management,https://www.apollo.com/
387,Jefferies Financial Group,https://www.jefferies.com/
388,Hershey,https://www.thehersheycompany.com/
389,NVR,https://www.nvrinc.com/
390,Foot Locker,https://www.footlocker.com/
391,Dana,https://www.dana.com/
392,SpartanNash,https://www.spartannash.com/
393,Olin,https://olin.com/
394,Chewy,https://www.chewy.com/
395,Jackson Financial,https://www.jackson.com/
396,Activision Blizzard,https://www.activisionblizzard.com/
397,Toll Brothers,https://www.tollbrothers.com/
398,Carlyle Group,https://www.carlyle.com/
399,Graybar Electric,https://www.graybar.com/
400,Ovintiv,https://www.ovintiv.com/
