401,UFP Industries,https://www.ufpi.com/
402,Ulta Beauty,https://www.ulta.com/
403,Constellation Brands,https://www.cbrands.com/
404,Expedia Group,https://www.expediagroup.com/
405,CommScope Holding,https://www.commscope.com/
406,Celanese,https://www.celanese.com/
407,Global Payments,https://www.globalpayments.com/
408,Owens Corning,https://www.owenscorning.com/
409,Campbell Soup,https://www.campbells.com/
410,Huntsman,https://www.huntsman.com/
411,Franklin Resources,https://www.franklinresources.com/
412,Avery Dennison,https://www.averydennison.com/
413,Masco,https://masco.com/
414,CenterPoint Energy,https://www.centerpointenergy.com/
415,Fifth Third Bancorp,https://www.53.com/
416,WEC Energy Group,https://www.wecenergygroup.com/
417,S&P Global,https://www.spglobal.com/
418,FMGlobal,https://www.fmglobal.com/
419,Polaris,https://www.polaris.com/
420,Williams-Sonoma,https://www.williams-sonoma.com/
421,Autoliv,https://www.autoliv.com/
422,Arthur J. Gallagher,https://www.ajg.com/
423,Motorola Solutions,https://www.motorolasolutions.com/
424,Tillow Group,https://www.zillowgroup.com/
425,Opendoor Technologies,https://www.opendoor.com/
426,J.M. Smucker,https://www.jmsmucker.com/
427,Anywhere Real Estate,https://www.anywhere.re/
428,Oshkosh,https://www.oshkosh.com/
429,MasTec,https://www.mastec.com/
430,GXO Logistics,https://gxo.com/
431,APA,https://www.apa.org/
432,Boise Cascade,https://www.bc.com/
433,Dover,https://www.dovercorporation.com/
434,Genworth Financial,https://www.genworth.com/
435,Bath & Body Works,https://www.bathandbodyworks.com/
436,Booz Allen Hamilton Holding,https://www.coinbase.com/
437,Coinbase Global,https://www.coinbase.com/
438,Zimmer Biomet Holdings,https://www.zimmerbiomet.com/
439,Westinghouse Air Break Technologies,https://www.wabteccorp.com/
440,Zoetis,https://www.zoetis.com/
441,Packaging Corp. of America,https://www.packagingcorp.com/
442,LPL Financial Holdings,https://www.lpl.com/
443,T. Rowe Price,https://www.troweprice.com/
444,Fortune Brands Home & Security,https://www.troweprice.com/
445,Casey's General Stores,https://www.caseys.com/
446,A-Mark Precious Metals,amark.com
447,Hess,https://www.hess.com/
448,Vertex Pharmaceuticals,https://www.vrtx.com/
449,KeyCorp,http://www.keycorpltd.com/
450,Chipotle Mexican Grill,https://www.chipotle.com/
451,CMS Energy,https://www.cmsenergy.com/
452,Arconic,https://www.arconic.com/
453,Taylor Morrison Home,https://www.taylormorrison.com/
454,American Financial Group,https://www.afginc.com/
455,UGI,https://www.ugicorp.com/
456,Science Applications International,https://www.saic.com/
457,Avantor,https://www.avantorsciences.com/
458,Hanesbrands,https://www.hanes.com/
459,Clorox,https://www.clorox.com/
460,KBR,https://www.kbr.com/
461,TravelCenters of America,https://www.ta-petro.com/
462,Hertz Global Holdings,https://ir.hertz.com/
463,Analog Devices,https://www.analog.com/
464,Securian Financial Group,https://www.securian.com/
465,Darden Restaurants,https://www.darden.com/
466,Graphic Packaging Holding,https://www.graphicpkg.com/
466,NCR,https://www.ncr.com/
468,Brighthouse Financial,https://www.brighthousefinancial.com/
469,PPL,https://www.pplindia.org/
470,Cintas,https://www.cintas.com/
471,Xerox Holdings,https://www.xerox.com/
472,Rockwell Automation,https://www.rockwellautomation.com/
473,Citizens Financial Group,https://www.citizensbank.com/
474,KLA,https://www.kla.com/
475,Camping World Holdings,https://investor.campingworld.com/
476,Ingredion,https://www.ingredion.com/
477,Veritiv,https://www.veritivcorp.com/
478,Beacon Roofing Supply,https://www.becn.com/
479,Diamondback Energy,https://ir.diamondbackenergy.com/
480,Victoria's Secret,https://www.victoriassecret.com/
481,Academy Sports and Outdoors,https://www.academy.com/
482,Sanmina,https://www.sanmina.com/
483,ON Semiconductor,https://www.onsemi.com/
484,Commercial Metals,https://www.cmc.com/
485,EnLink Midstream,https://www.enlink.com/
486,Southwestern Energy,https://www.swn.com/
487,Equinix,https://www.equinix.se/
488,Dillard's,https://www.dillards.com/
489,Regions Financial,https://ir.regions.com/
490,Yum Brands,https://www.yum.com/
491,Landstar System,https://www.landstar.com/
492,CF Industries Holdings,https://www.cfindustries.com/
493,Northern Trust,https://www.northerntrust.com/
494,Robert Half International,https://www.roberthalf.com/
495,Compass,https://www.compass-group.com/
496,Hasbro,https://shop.hasbro.com/
497,Roper Technologies,https://www.ropertech.com/
498,ARKO,https://www.arkocorp.com/
499,Frontier Communications,https://frontier.com/
500,Ameren,https://www.ameren.com/
